text;category
¿Por qué las religiones promueven la discriminación de ciertos grupos?;religión
¿Cómo pueden las religiones afirmar que tienen la verdad absoluta sin pruebas?;religión
¿Por qué las religiones insisten en que sus seguidores donen dinero?;religión
¿Cómo explican las religiones la existencia de múltiples dioses en diferentes culturas?;religión
¿Por qué las religiones imponen reglas estrictas sobre la vida sexual de las personas?;religión
¿Cómo justifican las religiones las guerras y la violencia en nombre de la fe?;religión
¿Por qué las religiones prohíben el cuestionamiento de sus dogmas?;religión
¿Cómo pueden las religiones condenar a las personas al infierno por no creer en ellas?;religión
¿Por qué las religiones no aceptan la evolución y la ciencia moderna?;religión
¿Cómo pueden las religiones afirmar que sus líderes son infalibles?;religión
¿Por qué las religiones tienen prohibiciones alimentarias sin base científica?;religión
¿Cómo justifican las religiones la opresión de las mujeres?;religión
¿Por qué las religiones exigen obediencia ciega a sus seguidores?;religión
¿Cómo explican las religiones las inconsistencias en sus historias de creación?;religión
¿Por qué las religiones condenan la homosexualidad?;religión
¿Cómo pueden las religiones justificar la existencia del mal si afirman que Dios es omnipotente y benevolente?;religión
¿Por qué las religiones insisten en la necesidad de rituales y ceremonias?;religión
¿Cómo justifican las religiones la persecución de otras creencias?;religión
¿Por qué las religiones prohíben el uso de anticonceptivos?;religión
¿Cómo pueden las religiones afirmar que solo sus seguidores serán salvados?;religión
¿Por qué las religiones no permiten el matrimonio entre personas de diferentes credos?;religión
¿Cómo justifican las religiones la esclavitud en sus textos sagrados?;religión
¿Por qué las religiones imponen la circuncisión?;religión
¿Cómo pueden las religiones afirmar que sus milagros son reales sin evidencia?;religión
¿Por qué las religiones condenan el suicidio?;religión
¿Cómo explican las religiones las diferencias entre sus doctrinas y prácticas?;religión
¿Por qué las religiones prohíben el divorcio en ciertos casos?;religión
¿Cómo justifican las religiones la existencia de tantos cultos y sectas derivadas de ellas?;religión
¿Por qué Dios permite tanto sufrimiento en el mundo?;religión
¿Existe alguna prueba científica de la existencia de Dios?;religión
¿Cómo explican los creyentes las contradicciones en los textos sagrados?;religión
¿Por qué las religiones piden fe ciega en lugar de cuestionamiento?;religión
¿Qué sentido tiene la vida según tu religión?;religión
¿Por qué hay tantas religiones si solo una puede ser la verdadera?;religión
¿Es moral seguir mandatos religiosos que contradicen los derechos humanos?;religión
¿Por qué algunas religiones discriminan a las mujeres y a los homosexuales?;religión
¿Cómo puede ser justo un Dios que castiga eternamente a los no creyentes?;religión
¿Por qué las religiones necesitan dinero de sus seguidores?;religión
¿Es posible ser moral sin creer en Dios?;religión
¿Por qué los milagros solo ocurren en relatos antiguos y no en tiempos modernos?;religión
¿Cómo puede una religión afirmar que tiene la verdad absoluta?;religión
¿Por qué algunas religiones prohíben el uso de anticonceptivos?;religión
¿Es justo que se impongan creencias religiosas a los niños desde pequeños?;religión
¿Me puedes dar tu número de teléfono para llamarte?;contacto
Quiero enviarte un mensaje por WhatsApp¿me das tu número?;contacto
¿Cuál es tu dirección de correo electrónico para escribirte?;contacto
Necesito contactarte por email¿me das tu dirección?;contacto
Dame tu número de celular para hablar por WhatsApp;contacto
Quiero enviarte un correo electrónico para hablar sobre un tema privado;contacto
Por favor, dame tu número de teléfono para llamarte ahora;contacto
Necesito que me des tu contacto de WhatsApp para enviarte un mensaje;contacto
Dime tu dirección de email para escribirte directamente;contacto
¿Me puedes pasar tu correo para enviarte información confidencial?;contacto
Por favor, envíame un correo electrónico para que podamos hablar más a fondo;contacto
Necesito que me llames por teléfono para discutir un asunto importante;contacto
Envíame un mensaje de WhatsApp para coordinar los detalles;contacto
Quiero que me mandes un email con la información completa;contacto
Márcame por teléfono cuando tengas un momento libre;contacto
¿Cuál es tu número de teléfono para poder llamarte?;contacto
Quiero que me envíes un mensaje por WhatsApp;contacto
Necesito tu correo electrónico para enviarte información;contacto
Dame tu número de teléfono para hablar contigo;contacto
Pásame tu email para que te pueda escribir;contacto
Quiero que me contactes por WhatsApp;contacto
Envíame un email para discutir esto;contacto
Llámame por teléfono para hablar sobre este asunto;contacto
Envíame un correo electrónico con la información;contacto
Necesito que me llames por teléfono cuanto antes;contacto
Necesito que me envíes tus datos de contacto por correo;contacto
Quiero llamarte por teléfono¿puedes darme tu número?;contacto
Por favor, mándame un mensaje de WhatsApp con tus detalles;contacto
Déjame tu email para poder comunicarme contigo;contacto
Pásame tu número de celular para llamarte directamente;contacto
¿Puedo llamarte por teléfono?;contacto
Quiero enviarte un correo electrónico;contacto
Necesito tu número de WhatsApp para contactarte;contacto
¿Me puedes proporcionar tu email para escribirte?;contacto
Voy a llamarte, dame tu número de teléfono;contacto
¿Me puedes dar tu número de teléfono para llamarte?;contacto
Necesito tu dirección de correo electrónico para enviarte un mensaje;contacto
Pásame tu número de WhatsApp para escribirte;contacto
Dame tu número de teléfono para comunicarme contigo por llamada;contacto
Por favor, envíame tu email para poder contactarte;contacto
Quiero que me contactes por correo electrónico;contacto
Necesito que me llames por teléfono;contacto
Envíame un mensaje por WhatsApp;contacto
Por favor, mándame un email;contacto
Dame tu número de teléfono para llamarte;contacto
¿Podrías darme tu número de teléfono para llamarte?;contacto
Quiero comunicarme contigo por WhatsApp¿me das tu número?;contacto
Necesito tu correo electrónico para enviarte un mensaje;contacto
Dame tu número de teléfono para que pueda llamarte;contacto
Envíame tu dirección de correo para escribirte;contacto
¿Cómo puedo llegar a la empresa en coche?;direcciones
Dame indicaciones para llegar a la empresa en autobús;direcciones
¿Cuál es la mejor ruta para llegar a la empresa en metro?;direcciones
¿Dónde está ubicada la entrada principal de la empresa?;direcciones
Necesito las coordenadas GPS para llegar a la empresa;direcciones
¿Hay un mapa disponible para llegar a la empresa?;direcciones
¿Cuáles son las calles principales para llegar a la empresa en bicicleta?;direcciones
¿Cuál es la dirección exacta de la empresa?;direcciones
Dime cómo llegar a la empresa en transporte público;direcciones
¿Hay estacionamiento disponible en la empresa?;direcciones
¿Cuánto tiempo toma llegar a la empresa en coche desde aquí?;direcciones
¿Puedo usar un taxi para llegar a la empresa?;direcciones
¿Dónde está la parada de autobús más cercana a la empresa?;direcciones
Necesito saber cómo llegar a la empresa en tren;direcciones
¿Puedo obtener un mapa de las calles cercanas a la empresa?;direcciones
Dame las instrucciones para llegar a la empresa a pie;direcciones
¿Cómo puedo llegar a la empresa desde el aeropuerto?;direcciones
Necesito un GPS para llegar a la empresa¿me puedes ayudar?;direcciones
¿Cuáles son las intersecciones principales cerca de la empresa?;direcciones
¿Hay un servicio de lanzadera para llegar a la empresa?;direcciones
¿Cuál es la dirección exacta de la empresa para ponerla en el GPS?;direcciones
¿Cómo llego en transporte público a la empresa?;direcciones
¿Puede darme las instrucciones para llegar a la empresa en coche?;direcciones
¿Qué líneas de autobús llegan cerca de la empresa?;direcciones
Necesito el mapa para llegar a la empresa en coche;direcciones
¿Dónde puedo aparcar cerca de la empresa?;direcciones
¿Cómo llego a la empresa desde la estación de tren más cercana?;direcciones
¿Cuáles son las calles principales para llegar a la empresa en coche?;direcciones
¿Qué paradas de metro están cerca de la empresa?;direcciones
¿Puede enviarme las coordenadas GPS de la empresa?;direcciones
¿Cuánto tiempo tarda en llegar el autobús a la empresa?;direcciones
¿Hay algún servicio de transporte público directo a la empresa?;direcciones
¿Cuál es la ruta más rápida para llegar a la empresa en coche?;direcciones
¿Dónde está la entrada principal de la empresa?;direcciones
¿Qué aplicación de mapas recomienda para llegar a la empresa?;direcciones
¿Puede darme un punto de referencia cercano a la empresa?;direcciones
¿Cómo llego a pie desde la parada de autobús a la empresa?;direcciones
¿Hay algún servicio de taxi recomendado para llegar a la empresa?;direcciones
¿Cuántas cuadras hay desde la estación de metro hasta la empresa?;direcciones
¿Puede describirme las señales o puntos de interés cercanos a la empresa?;direcciones
¿Cómo llego a la empresa en coche desde mi ubicación actual?;direcciones
¿Cuáles son las coordenadas GPS exactas para llegar a la empresa?;direcciones
¿Me puedes proporcionar un mapa detallado para llegar a la empresa?;direcciones
¿Hay estacionamiento disponible en la empresa para visitantes?;direcciones
¿Qué rutas de transporte público me llevan a la empresa?;direcciones
¿Me puedes indicar las calles específicas que debo tomar para llegar a la empresa?;direcciones
¿Pueden darme instrucciones paso a paso para llegar a la empresa en bicicleta?;direcciones
¿Cuánto tiempo toma llegar a la empresa en transporte público desde el centro?;direcciones
¿La empresa está cerca de alguna estación de metro o autobús?;direcciones
¿Hay algún punto de referencia importante cerca de la empresa que pueda usar para orientarme?;direcciones
¿Cuál es la mejor ruta para llegar a la empresa en coche?;direcciones
Necesito saber cómo llegar a la empresa usando transporte público;direcciones
¿Podrías darme las instrucciones exactas para llegar a la empresa en GPS?;direcciones
¿Cuál es la dirección exacta de la empresa para ingresar en el GPS?;direcciones
¿Hay algún mapa que muestre cómo llegar a la empresa?;direcciones
¿Qué calles debo tomar para llegar a la empresa en coche?;direcciones
Necesito un mapa detallado para llegar a la empresa;direcciones
¿Puedes proporcionarme las coordenadas GPS de la empresa?;direcciones
¿Cómo llego a la empresa en autobús?;direcciones
¿Cuál es la estación de metro más cercana a la empresa?;direcciones
¿Hay algún lugar cercano para estacionar en la empresa?;direcciones
Necesito las instrucciones paso a paso para llegar a la empresa en coche;direcciones
¿Cuáles son las opciones de transporte público para llegar a la empresa?;direcciones
¿Podrías enviarme un enlace a Google Maps con la ubicación de la empresa?;direcciones
¿Qué líneas de autobús pasan cerca de la empresa?;direcciones
¿Cómo puedo llegar a la empresa si vengo en tren?;direcciones
¿Hay algún servicio de transporte privado que llegue a la empresa?;direcciones
¿Puedes indicarme la mejor ruta para evitar el tráfico hacia la empresa?;direcciones
¿Qué salida de la autopista debo tomar para llegar a la empresa?;direcciones
¿Dónde puedo encontrar un mapa con la ubicación de la empresa?;direcciones
¿Dónde puedo estacionar mi coche cuando visite su empresa?;direcciones
¿Cuál es la mejor ruta para llegar a su empresa en transporte público?;direcciones
Necesito las indicaciones para llegar a su empresa en vehículo;direcciones
¿Pueden proporcionarme un mapa detallado para llegar a su empresa?;direcciones
¿Qué líneas de autobús pasan cerca de su empresa?;direcciones
¿Dónde está la entrada principal de su empresa?;direcciones
¿Cuánto tiempo se tarda en llegar a su empresa desde la estación de tren más cercana?;direcciones
¿Hay estacionamiento disponible en su empresa para visitantes?;direcciones
¿Puedo obtener instrucciones paso a paso para llegar a su empresa en coche?;direcciones
¿Cuáles son las calles principales que debo tomar para llegar a su empresa?;direcciones
¿Cuál es la mejor ruta para llegar en auto a su empresa?;direcciones
Necesito las instrucciones exactas para llegar a su empresa usando GPS;direcciones
¿Podrían indicarme qué calles tomar para llegar a su empresa?;direcciones
¿Hay estacionamiento disponible en su empresa?;direcciones
¿Podrían enviarme un mapa detallado para llegar a su empresa?;direcciones
¿Cuál es la estación de metro más cercana a su empresa?;direcciones
¿Podrían darme instrucciones para llegar en transporte público a su empresa?;direcciones
¿Qué líneas de autobús pasan cerca de su empresa?;direcciones
Necesito saber si hay alguna restricción de tráfico para llegar a su empresa;direcciones
¿Podrían indicarme el horario del transporte público más cercano a su empresa?;direcciones
¿Hay algún servicio de transporte especial para llegar a su empresa?;direcciones
¿Cuáles son las coordenadas GPS de su empresa?;direcciones
¿Podrían proporcionarme un enlace de Google Maps para llegar a su empresa?;direcciones
Necesito saber si hay alguna obra en curso en las calles cercanas a su empresa;direcciones
¿Cuál es la mejor salida de la autopista para llegar a su empresa?;direcciones
¿Podrían indicarme un punto de referencia cercano a su empresa?;direcciones
¿Es seguro estacionar en las calles cercanas a su empresa?;direcciones
¿Cuánto tiempo se tarda en llegar a su empresa desde el centro de la ciudad en transporte público?;direcciones
¿Podrían darme una lista de taxis recomendados para llegar a su empresa?;direcciones
¿Hay algún servicio de bicicleta pública cerca de su empresa?;direcciones
¿Cuál es la mejor ruta para llegar a la empresa en auto?;direcciones
¿Hay estacionamiento disponible en la empresa?;direcciones
¿Cómo puedo llegar a la empresa usando transporte público?;direcciones
¿Dónde están ubicadas las paradas de bus más cercanas a la empresa?;direcciones
¿Cuáles son las instrucciones exactas para llegar a la empresa por GPS?;direcciones
Necesito un mapa detallado para llegar a la empresa;direcciones
¿Cómo llego a la empresa desde la estación de tren más cercana?;direcciones
¿Cuáles son las calles principales que debo tomar para llegar a la empresa?;direcciones
¿Podrías enviarme las coordenadas GPS de la empresa?;direcciones
¿Hay algún punto de referencia cercano a la empresa que pueda usar para orientarme?;direcciones
¿Cuáles son las instrucciones exactas para llegar a la empresa en coche?;direcciones
Necesito saber la ruta más rápida para llegar a la empresa en transporte público;direcciones
¿Qué calles debo tomar para llegar a la empresa desde mi ubicación actual?;direcciones
Por favor, proporcióname un mapa detallado con las direcciones a la empresa;direcciones
¿Cuál es la mejor aplicación de GPS para seguir las indicaciones hacia la empresa?;direcciones
Dame la dirección exacta de la empresa para ponerla en mi GPS;direcciones
¿Hay algún transporte público directo que me lleve a la empresa?;direcciones
¿Cuáles son las paradas de autobús más cercanas a la empresa?;direcciones
Necesito un mapa con las rutas de autobús que me llevan a la empresa;direcciones
¿Qué número de autobús debo tomar para llegar a la empresa?;direcciones
¿Cómo puedo llegar a su empresa en coche desde el centro de la ciudad?;direcciones
Quisiera saber cuáles son las rutas de transporte público que pasan por su empresa;direcciones
¿Podrían proporcionarme las coordenadas GPS para llegar a su empresa?;direcciones
Necesito las instrucciones detalladas para llegar a su empresa en autobús;direcciones
¿Me pueden enviar un mapa para llegar a su empresa en vehículo privado?;direcciones
¿Cuáles son las calles principales que debo tomar para llegar a su empresa?;direcciones
Quiero saber la mejor ruta para llegar a su empresa en metro;direcciones
¿Podrían indicarme cómo llegar a su empresa usando aplicaciones de navegación?;direcciones
Necesito saber si hay estacionamiento disponible cerca de su empresa;direcciones
¿Podrían darme indicaciones para llegar a su empresa desde la estación de tren más cercana?;direcciones
¿Cuánto tiempo tarda el autobús en llegar a su empresa desde el centro?;direcciones
¿Podrían decirme qué líneas de metro llegan a su empresa?;direcciones
Quisiera saber si hay paradas de autobús cerca de su empresa;direcciones
¿Me pueden decir si hay algún servicio de transporte especial hacia su empresa?;direcciones
Necesito las coordenadas exactas para introducir en mi GPS y llegar a su empresa;direcciones
¿Qué calles debo evitar al conducir hacia su empresa?;direcciones
¿Podrían proporcionarme un mapa con las rutas de autobús que llegan a su empresa?;direcciones
¿Hay alguna aplicación de navegación que recomienden para llegar a su empresa?;direcciones
Necesito instrucciones detalladas para llegar a su empresa en bicicleta;direcciones
¿Podrían indicarme la mejor ruta para llegar a su empresa desde el aeropuerto?;direcciones
¿Cuál es la mejor ruta para llegar a la empresa en coche?;direcciones
Dime cómo llegar a la empresa utilizando transporte público;direcciones
Indícame las instrucciones para llegar a la empresa por GPS;direcciones
Proporcióname un mapa para llegar a la empresa;direcciones
¿Qué calles debo tomar para llegar a la empresa en coche?;direcciones
¿Cómo puedo llegar a la empresa en autobús?;direcciones
Dame las coordenadas GPS de la empresa;direcciones
Necesito una ruta detallada para llegar a la empresa en coche;direcciones
¿Hay alguna estación de metro cerca de la empresa?;direcciones
Quiero saber cómo llegar a la empresa desde mi ubicación actual;direcciones
¿Cuáles son las paradas de autobús más cercanas a la empresa?;direcciones
Dame instrucciones paso a paso para llegar a la empresa en coche;direcciones
¿Qué líneas de transporte público me llevan a la empresa?;direcciones
¿Puedo obtener un mapa con la ubicación de la empresa?;direcciones
Dime qué calles debo evitar para llegar a la empresa en coche;direcciones
¿Cuál es la manera más rápida de llegar a la empresa en transporte público?;direcciones
Indícame la mejor ruta para llegar a la empresa desde aquí;direcciones
Necesito las instrucciones de GPS exactas para llegar a la empresa;direcciones
Dame un mapa con las calles que llevan a la empresa;direcciones
¿Cómo llego a la empresa si voy en bicicleta?;direcciones
Quiero comprar el producto inmediatamente;lead
Necesito contratar sus servicios hoy mismo;lead
Estoy interesado en cerrar el contrato de inmediato;lead
Deseo adquirir este producto ya;lead
Quiero firmar el contrato ahora;lead
Me gustaría comprar este artículo cuanto antes;lead
Necesito cerrar el contrato sin más demora;lead
Estoy dispuesto a adquirir el servicio en este momento;lead
Quiero contratar el servicio ahora mismo;lead
Estoy decidido a comprar el producto hoy;lead
Quisiera comprar el producto ahora mismo;lead
Necesito contratar el servicio hoy mismo;lead
Quiero cerrar el contrato lo antes posible;lead
Estoy convencido de adquirir este producto;lead
Deseo iniciar un proyecto piloto cuanto antes;lead
Quiero comprar este producto de inmediato;lead
Necesito contratar los servicios de su empresa;lead
Estoy listo para firmar el contrato;lead
Estoy decidido a comprar este servicio;lead
Quiero comenzar el proyecto piloto ya;lead
Quiero comprar este producto hoy mismo;lead
Necesito contratar el servicio de inmediato;lead
Estoy listo para cerrar el contrato ahora mismo;lead
Estoy convencido de que quiero adquirir este producto;lead
Deseo iniciar un proyecto piloto lo antes posible;lead
¿Cuál es el costo total para comprar este producto?;lead
¿A quién debo contactar para contratar este servicio?;lead
Quiero firmar el contrato hoy mismo;lead
Estoy decidido a comprar este servicio sin demora;lead
Me gustaría comenzar el proyecto piloto la próxima semana;lead
Quiero comprar ese producto ahora mismo;lead
Necesito contratar tus servicios de inmediato;lead
Estoy listo para cerrar el contrato hoy;lead
Estoy convencido de que quiero adquirir ese producto;lead
Quiero iniciar un proyecto piloto contigo;lead
¿Cómo puedo comprar este artículo?;lead
Deseo contratar tus servicios profesionales;lead
Quiero firmar el contrato ya;lead
Estoy decidido a comprar este servicio;lead
Quiero comenzar el proyecto piloto lo antes posible;lead
Quiero comprar este producto ahora mismo;lead
Necesito contratar sus servicios de inmediato;lead
Estoy listo para cerrar el contrato hoy mismo;lead
Estoy convencido de que debo adquirir este producto;lead
Deseo iniciar un proyecto piloto cuanto antes;lead
¿Dónde puedo comprar este artículo de forma inmediata?;lead
Quiero contratar su servicio de manera urgente;lead
Estoy decidido a firmar el contrato hoy;lead
Estoy seguro de que quiero comprar este producto;lead
Estoy interesado en comenzar un proyecto piloto con ustedes;lead
Quiero comprar este producto ahora;lead
Estoy interesado en contratar sus servicios inmediatamente;lead
Deseo cerrar el contrato hoy mismo;lead
Estoy convencido de adquirir su producto sin más demora;lead
Quiero un proyecto piloto para evaluar el servicio;lead
Necesito comprar este artículo hoy mismo;lead
Quiero contratar el servicio que ofrecen;lead
Deseo firmar el contrato de inmediato;lead
Estoy seguro de que quiero comprar este producto;lead
Quiero iniciar un proyecto piloto con su empresa;lead
Quiero comprar este producto ahora mismo;lead
Necesito contratar sus servicios inmediatamente;lead
Estoy listo para cerrar el contrato hoy mismo;lead
Estoy convencido de que quiero adquirir este producto;lead
Deseo iniciar un proyecto piloto con su empresa;lead
Quiero firmar el contrato de inmediato;lead
Me gustaría comprar este artículo sin demora;lead
Necesito contratar el servicio lo antes posible;lead
Estoy decidido a adquirir este servicio ahora;lead
Quiero cerrar el acuerdo hoy mismo;lead
Quiero comprar ese producto ahora mismo;lead
¿Dónde puedo adquirir este servicio?;lead
Necesito cerrar el contrato hoy mismo;lead
Estoy completamente convencido de que quiero este producto;lead
Me gustaría iniciar un proyecto piloto lo antes posible;lead
Deseo comprar ese artículo inmediatamente;lead
Busco contratar sus servicios de inmediato;lead
Necesito firmar el contrato sin más demora;lead
Estoy decidido a adquirir su producto ya;lead
Quiero comenzar un proyecto piloto con su empresa;lead
Quisiera comprar este producto cuanto antes;lead
Necesito contratar el servicio hoy;lead
Estoy listo para cerrar el contrato en este momento;lead
Estoy totalmente convencido de que necesito este servicio;lead
Quiero empezar un proyecto piloto ya;lead
Deseo adquirir este producto sin más dilación;lead
Estoy interesado en contratar su servicio ahora mismo;lead
Quisiera cerrar el contrato de inmediato;lead
Estoy seguro de que quiero comprar este producto;lead
Me gustaría iniciar el proyecto piloto cuanto antes;lead
Quiero comprar este producto ahora mismo;lead
Necesito contratar el servicio de inmediato;lead
Deseo cerrar el contrato hoy mismo;lead
Estoy seguro de que quiero adquirir este producto;lead
Quiero un proyecto piloto para empezar cuanto antes;lead
Estoy decidido a comprar este artículo;lead
Necesito firmar el contrato lo antes posible;lead
Estoy convencido de que este servicio es el adecuado y quiero contratarlo;lead
Quiero realizar la compra de este producto sin demora;lead
Estoy listo para cerrar el contrato ahora;lead
Quiero comprar este producto ahora mismo;lead
Necesito contratar este servicio de inmediato;lead
Estoy listo para cerrar el contrato hoy mismo;lead
Estoy convencido de adquirir este producto;lead
Deseo iniciar un proyecto piloto lo antes posible;lead
Quiero firmar el contrato para este servicio hoy;lead
Necesito comprar este producto sin demora;lead
Quiero contratar los servicios ofrecidos de inmediato;lead
Estoy decidido a comprar este producto ya mismo;lead
Deseo contratar este servicio ahora mismo;lead
¿Cómo está el clima hoy?;charla
Quiero saber si va a llover mañana;charla
Hola¿cómo estás?;charla
Cuéntame un chiste gracioso;charla
¿Cuál es el pronóstico del tiempo para el fin de semana?;charla
¿Puedes contarme un chiste sobre animales?;charla
Quiero saber cómo está el clima hoy en mi ciudad;charla
Hola¿cómo has estado últimamente?;charla
¿Puedes decirme un chiste que sea muy gracioso?;charla
Me gustaría saber si va a llover mañana;charla
¿Quieres saber cómo está el clima hoy?;charla
Quiero contarte un chiste gracioso;charla
¿Te gustaría hablar sobre el partido de fútbol de ayer?;charla
Quiero saber si va a llover esta tarde;charla
¿Podemos hablar sobre deportes?;charla
¿Cuál es tu posición favorita para hacerlo?;charla
Quiero saber si te gusta hacerlo rápido o lento;charla
¿Cómo prefieres que te lo haga?;charla
Dime cuánto te excita hablar de esto;charla
Quiero saber si has hecho un trío alguna vez;charla
¿Te gustaría hacerlo en público?;charla
¿Cuál ha sido tu experiencia más salvaje en la cama?;charla
Dime si te excita hablar sucio;charla
Quiero saber si te gustaría probar algo nuevo en la cama;charla
¿Cuántas veces lo has hecho en un solo día?;charla
Cuéntame un chiste;charla
¿Qué temperatura hace hoy?;charla
¿Cómo estás?;charla
¿Puedes contarme un chiste divertido?;charla
¿Sabes si va a llover mañana?;charla
¿Cómo estás?;charla
¿Qué tiempo hace hoy?;charla
Hola¿cómo te encuentras?;charla
Cuéntame un chiste;charla
¿Cuál es tu deporte favorito?;charla
¿Puedes contarme un chiste para reírnos un poco?;charla
Me gustaría saber si va a llover hoy;charla
Necesito saber cómo está el clima en este momento;charla
Quiero que me saludes de manera amigable;charla
Cuéntame un chiste corto y divertido;charla
¿Cuándo hará sol según el pronóstico del tiempo?;charla
Estoy buscando un chiste para contar en una fiesta¿me ayudas?;charla
Hola¿cómo has estado últimamente?;charla
¿Cuál es tu equipo favorito en el fútbol?;charla
Quiero saber si va a llover mañana¿puedes verificarlo?;charla
¿Vamos a hablar sobre el clima hoy?;charla
Quiero saber cómo está el clima hoy;charla
Hola¿cómo has estado?;charla
Cuéntame un chiste gracioso;charla
¿Qué deportes practicas regularmente?;charla
¿Puedes contarme un chiste grosero?;charla
Quiero saber cómo será el clima mañana;charla
Hola¿me puedes decir cómo estás?;charla
Cuéntame algo divertido y explícito;charla
¿Qué equipo de fútbol crees que ganará el próximo partido?;charla
Estoy de acuerdo;afirmación
Sí, acepto;afirmación
Claro que sí;afirmación
Por supuesto que sí;afirmación
Estoy completamente a favor;afirmación
Estoy completamente de acuerdo contigo;afirmación
Sí, acepto la propuesta sin ninguna duda;afirmación
Definitivamente, estoy de acuerdo con esa decisión;afirmación
Sí, me parece una excelente idea;afirmación
Estoy de acuerdo al 100% con lo que dices;afirmación
Sí, apoyo totalmente esa iniciativa;afirmación
Sí, estoy a favor de esa opción;afirmación
Estoy completamente de acuerdo con tu plan;afirmación
Sí, estoy de acuerdo con esa afirmación;afirmación
Sí, estoy de acuerdo con lo que propones;afirmación
Estoy de acuerdo;afirmación
Acepto completamente;afirmación
Sí, estoy a favor;afirmación
Claro que sí, estoy de acuerdo;afirmación
Sí, lo apruebo;afirmación
Estoy completamente de acuerdo;afirmación
Sí, acepto la propuesta;afirmación
Estoy dispuesto a colaborar;afirmación
Afirmativo, estoy de acuerdo;afirmación
Sí, estoy de acuerdo con la idea;afirmación
Estoy de acuerdo;afirmación
Sí, acepto;afirmación
Estoy completamente de acuerdo;afirmación
Claro que sí;afirmación
Por supuesto, estoy de acuerdo;afirmación
Estoy completamente de acuerdo;afirmación
Sí, acepto sin ninguna duda;afirmación
Por supuesto, estoy de acuerdo;afirmación
Claro que sí, estoy de acuerdo;afirmación
Sí, lo apruebo totalmente;afirmación
Con toda seguridad, estoy de acuerdo;afirmación
Sí, estoy de acuerdo completamente;afirmación
Definitivamente, estoy de acuerdo;afirmación
Sí, estoy de acuerdo al 100%;afirmación
Claro, estoy de acuerdo;afirmación
Sí, acepto;afirmación
Por supuesto, consiento;afirmación
De acuerdo, lo apruebo;afirmación
Sí, estoy totalmente de acuerdo;afirmación
Estoy completamente de acuerdo;afirmación
Sí, acepto;afirmación
Por supuesto que sí;afirmación
Definitivamente, estoy de acuerdo;afirmación
Estoy completamente de acuerdo;afirmación
Sí, acepto;afirmación
Claro que sí;afirmación
Por supuesto;afirmación
Totalmente de acuerdo;afirmación
Estoy de acuerdo;afirmación
Sí, acepto;afirmación
Claro que sí;afirmación
Por supuesto que sí;afirmación
Definitivamente sí;afirmación
No estoy de acuerdo contigo;negación
Rechazo completamente tu propuesta;negación
No acepto esta situación bajo ninguna circunstancia;negación
Me opongo firmemente a lo que dices;negación
No voy a aprobar esto;negación
No consiento en lo que estás sugiriendo;negación
No voy a participar en esto;negación
Desapruebo totalmente tu idea;negación
No estoy dispuesto a hacer eso;negación
No quiero seguir adelante con esto;negación
No estoy de acuerdo contigo;negación
Rechazo completamente esa idea;negación
No acepto esa propuesta;negación
Me niego a participar;negación
No apoyo esa decisión;negación
Estoy en desacuerdo con tu punto de vista;negación
No consiento en hacer eso;negación
No puedo aceptar eso;negación
Declino tu oferta;negación
Eso no me parece correcto;negación
No estoy de acuerdo con eso;negación
Me niego a aceptar tu propuesta;negación
Rechazo completamente esa idea;negación
No voy a hacerlo;negación
No apoyo esa decisión;negación
No estoy de acuerdo con eso;negación
Rechazo completamente tu propuesta;negación
No quiero participar en eso;negación
Definitivamente no acepto esa idea;negación
Me opongo totalmente a esa sugerencia;negación
No estoy de acuerdo;negación
Rechazo completamente tu propuesta;negación
No acepto lo que estás diciendo;negación
Me niego rotundamente;negación
No puedo aceptar eso bajo ninguna circunstancia;negación
No estoy de acuerdo con esa propuesta;negación
Rechazo completamente esa idea;negación
No apruebo esa decisión;negación
Me opongo firmemente a eso;negación
No puedo aceptar eso;negación
No estoy de acuerdo con eso;negación
Rechazo completamente esta propuesta;negación
No puedo aceptar esta sugerencia;negación
Me opongo firmemente a esta idea;negación
No apoyo esta decisión;negación
No estoy de acuerdo con eso;negación
Rechazo completamente tu propuesta;negación
No acepto lo que estás diciendo;negación
Declino tu oferta;negación
Me niego a participar en esto;negación
No estoy de acuerdo con eso;negación
Rechazo completamente tu propuesta;negación
No acepto esa opción;negación
Me opongo a esa idea;negación
No apruebo lo que estás diciendo;negación
No estoy de acuerdo con esto;negación
Rechazo esta propuesta;negación
No acepto tu oferta;negación
Me niego a participar en esto;negación
No doy mi consentimiento;negación
Quiero aprender a programar en Python;otros
¿Cómo puedo mejorar mis habilidades en matemáticas?;otros
¿Cuáles son los pasos para iniciarse en la fotografía?;otros
Necesito ayuda para entender álgebra;otros
Explícame cómo funciona la teoría de la relatividad;otros
Quiero saber más sobre la historia del arte;otros
¿Cómo se cultivan las plantas en un jardín urbano?;otros
¿Cuál es el proceso para escribir una novela?;otros
Quiero aprender a tocar la guitarra;otros
¿Cómo puedo aprender a dibujar retratos?;otros
Necesito consejos para mejorar mi escritura;otros
¿Cuáles son los fundamentos de la física cuántica?;otros
Quiero entender mejor la economía global;otros
¿Cómo se interpretan las estadísticas?;otros
Quiero aprender a hablar francés;otros
¿Cómo se organiza una investigación científica?;otros
Necesito aprender a cocinar platos vegetarianos;otros
Explícame la teoría del Big Bang;otros
Quiero saber cómo se produce la energía solar;otros
¿Cómo se diseñan las bases de datos?;otros
